author,comment,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@butetpangambean3212,Ya Allah...jauhi la bngsa kami dr matabahaya....smga tnh qt msi d lindngi...yg kuasa.amin.,ya allahjauhi la bngsa kami dr matabahayasmga tnh qt msi d lindngiyg kuasaamin,iya allahjauhi lah bngsa kami dari matabahayasmga tanah kita msi di lindngiyg kuasaamin,iya allahjauhi bngsa matabahayasmga tanah msi lindngiyg kuasaamin,"['iya', 'allahjauhi', 'bngsa', 'matabahayasmga', 'tanah', 'msi', 'lindngiyg', 'kuasaamin']","['iya', 'allahjauhi', 'bngsa', 'matabahayasmga', 'tanah', 'msi', 'lindngiyg', 'kuasaamin']",iya allahjauhi bngsa matabahayasmga tanah msi lindngiyg kuasaamin,3
@Nelson__Mandela,"Cincin api sedang bergejolak, selalu waspada &amp; persiapkan diri masing2 utk skenario terburuk",cincin api sedang bergejolak selalu waspada amp persiapkan diri masing2 utk skenario terburuk,cincin api sedang bergejolak selalu waspada amp persiapkan diri masing-masing untuk skenario terburuk,cincin api bergejolak waspada amp persiapkan skenario terburuk,"['cincin', 'api', 'bergejolak', 'waspada', 'amp', 'persiapkan', 'skenario', 'terburuk']","['cincin', 'api', 'bergejolak', 'waspada', 'amp', 'persiapkan', 'skenario', 'terburuk']",cincin api gejolak waspada amp siap skenario buruk,3
@deilucian,"untuk umat kristiani se indonesia mari kita berdoa semua untuk negeri indonesia tercinta ini supaya di jauhkan dari mara bahaya, semoga yesus mengasihi kita Lewat pengampunanya 🙏🙏 gbu dan shaLom",untuk umat kristiani se indonesia mari kita berdoa semua untuk negeri indonesia tercinta ini supaya di jauhkan dari mara bahaya semoga yesus mengasihi kita lewat pengampunanya gbu dan shalom,untuk umat kristiani se indonesia mari kita berdoa semua untuk negeri indonesia tercinta ini supaya di jauhkan dari mara bahaya semoga yesus mengasihi kita lewat pengampunanya gbu dan shalom,umat kristiani indonesia mari berdoa negeri indonesia tercinta jauhkan mara bahaya semoga yesus mengasihi pengampunanya gbu shalom,"['umat', 'kristiani', 'indonesia', 'mari', 'berdoa', 'negeri', 'indonesia', 'tercinta', 'jauhkan', 'mara', 'bahaya', 'semoga', 'yesus', 'mengasihi', 'pengampunanya', 'gbu', 'shalom']","['umat', 'kristiani', 'indonesia', 'mari', 'berdoa', 'negeri', 'indonesia', 'tercinta', 'jauhkan', 'mara', 'bahaya', 'semoga', 'yesus', 'mengasihi', 'pengampunanya', 'gbu']",umat kristiani indonesia mari doa negeri indonesia cinta jauh mara bahaya moga yesus asih pengampunanya gbu,3
@palmtree_,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu gempa megatrust barat sumatra selatan jawabali,"['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawabali']","['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'selatan', 'jawabali']",tinggal tunggu gempa megatrust barat selatan jawabali,2
@nicosonyadychandra235,JAYABAYA,jayabaya,jayabaya,jayabaya,['jayabaya'],['jayabaya'],jayabaya,2
@subagiyobagio3158,"Sudah waktu nya ......Mari kita kembali kejalan yg lurus di jalan Gusti Allah swt .......karna banyak nya hamba Allah yg lupa akan akhirat nya, berlomba lomba untuk kesenangan dunia, banyak orang yg merintih ditengah malam karna lapar, malah sebagaian jumawah  atas tahta dan harta...... Salam persaudaraan ......lurr",sudah waktu nya mari kita kembali kejalan yg lurus di jalan gusti allah swt karna banyak nya hamba allah yg lupa akan akhirat nya berlomba lomba untuk kesenangan dunia banyak orang yg merintih ditengah malam karna lapar malah sebagaian jumawah atas tahta dan harta salam persaudaraan lurr,sudah waktu nya mari kita kembali kejalan yang lurus di jalan gusti allah swt karena banyak nya hamba allah yang lupa akan akhirat nya berlomba lomba untuk kesenangan dunia banyak orang yang merintih ditengah malam karena lapar bahkan sebagaian jumawah atas tahta dan harta salam persaudaraan lurr,nya mari kejalan lurus jalan gusti allah swt nya hamba allah lupa akhirat nya berlomba lomba kesenangan dunia orang merintih ditengah malam lapar sebagaian jumawah tahta harta salam persaudaraan lurr,"['nya', 'mari', 'kejalan', 'lurus', 'jalan', 'gusti', 'allah', 'swt', 'nya', 'hamba', 'allah', 'lupa', 'akhirat', 'nya', 'berlomba', 'lomba', 'kesenangan', 'dunia', 'orang', 'merintih', 'ditengah', 'malam', 'lapar', 'sebagaian', 'jumawah', 'tahta', 'harta', 'salam', 'persaudaraan', 'lurr']","['nya', 'mari', 'kejalan', 'lurus', 'jalan', 'gusti', 'allah', 'swt', 'nya', 'hamba', 'allah', 'lupa', 'akhirat', 'nya', 'berlomba', 'lomba', 'kesenangan', 'dunia', 'merintih', 'ditengah', 'malam', 'lapar', 'sebagaian', 'jumawah', 'tahta', 'harta', 'salam', 'persaudaraan', 'lurr']",nya mari jalan lurus jalan gusti allah swt nya hamba allah lupa akhirat nya lomba lomba senang dunia rintih tengah malam lapar bagai jumawah tahta harta salam saudara lurr,3
@NS_Channel,Hal itu sdh di prediksi jadi buat warga harus tetap waspada.. 🙏🙏,hal itu sdh di prediksi jadi buat warga harus tetap waspada,hal itu sudah di prediksi jadi buat warga harus tetap waspada,prediksi warga waspada,"['prediksi', 'warga', 'waspada']","['prediksi', 'warga', 'waspada']",prediksi warga waspada,2
@Pilloweez,Waktunya taubat nasuhah skala NASIONAL ini... Semoga nggak ada korban,waktunya taubat nasuhah skala nasional ini semoga nggak ada korban,waktunya taubat nasuhah skala nasional ini semoga tidak ada korban,taubat nasuhah skala nasional semoga korban,"['taubat', 'nasuhah', 'skala', 'nasional', 'semoga', 'korban']","['taubat', 'nasuhah', 'skala', 'nasional', 'semoga', 'korban']",taubat nasuhah skala nasional moga korban,3
@erickjalmikalimantan6685,Perkiraan kapan itu bu.....<br>Naudzubillahimindzalik...<br>Semoga kita semua di lindungi oleh Allah SWT,perkiraan kapan itu bubrnaudzubillahimindzalikbrsemoga kita semua di lindungi oleh allah swt,perkiraan kapan itu bubrnaudzubillahimindzalikbrsemoga kita semua di lindungi oleh allah swt,perkiraan bubrnaudzubillahimindzalikbrsemoga lindungi allah swt,"['perkiraan', 'bubrnaudzubillahimindzalikbrsemoga', 'lindungi', 'allah', 'swt']","['perkiraan', 'bubrnaudzubillahimindzalikbrsemoga', 'lindungi', 'allah', 'swt']",kira bubrnaudzubillahimindzalikbrsemoga lindung allah swt,3
@juaningsih0167,Smoga Alloh melindungi sanak klrg kita di manapun kita berada 🤲🤲🤲,smoga alloh melindungi sanak klrg kita di manapun kita berada,smoga alloh melindungi sanak klrg kita di manapun kita berada,smoga alloh melindungi sanak klrg manapun,"['smoga', 'alloh', 'melindungi', 'sanak', 'klrg', 'manapun']","['smoga', 'alloh', 'melindungi', 'sanak', 'klrg', 'manapun']",smoga alloh lindung sanak klrg mana,3
@deilucian,"untuk umat hindu seindonesia jgn geLisah karena semua ini kita serahkan kepada hyang widhi, semoga kita di jauhkan dari bencana 🙏🙏 suwaha",untuk umat hindu seindonesia jgn gelisah karena semua ini kita serahkan kepada hyang widhi semoga kita di jauhkan dari bencana suwaha,untuk umat hindu seindonesia jangan gelisah karena semua ini kita serahkan kepada hyang widhi semoga kita di jauhkan dari bencana suwaha,umat hindu seindonesia gelisah serahkan hyang widhi semoga jauhkan bencana suwaha,"['umat', 'hindu', 'seindonesia', 'gelisah', 'serahkan', 'hyang', 'widhi', 'semoga', 'jauhkan', 'bencana', 'suwaha']","['umat', 'hindu', 'seindonesia', 'gelisah', 'serahkan', 'hyang', 'widhi', 'semoga', 'jauhkan', 'bencana', 'suwaha']",umat hindu indonesia gelisah serah hyang widhi moga jauh bencana suwaha,3
@dedydjunaedi2787,"Alhamdulillah.... Akhirnya datang juga,semoga bermanfaat.",alhamdulillah akhirnya datang jugasemoga bermanfaat,alhamdulillah akhirnya datang jugasemoga bermanfaat,alhamdulillah jugasemoga bermanfaat,"['alhamdulillah', 'jugasemoga', 'bermanfaat']","['alhamdulillah', 'jugasemoga', 'bermanfaat']",alhamdulillah jugasemoga manfaat,1
@bambangwasito4372,Gempa bumi/bencana-bencana yg lain yg ditimpakan ALLOH adalah sbb :<br>1.ADZAB ALLOH bagi orang-2 kurang ajar/dzolim/menentang/ ingkar/panista thd AGAMA ALLOH. Sbg BALASAN thd kelakuan mereka. <br>2.PERINGATAN ALLOH bagi orang-2  <br>yg melalaikan/melupakan/lengah/ (sembrono) thd AGAMA ALLOH. <br>Sbg PERINGATAN agar mereka bertaubat/kembali ke JLN. ALLOH. <br>3.UJIAN ALLOH bagi orang-2 yang DISIPLIN/BERPEGANG TEGUH/ ISTIQOMAH thd AGAMA ALLOH. Sbg PENGANGKATAN DERAJAT dari  ALLOH ke MAQOM/DERAJAT yg LEBIH MULIA baik di DUNIA dan di AKHIRAT.<br>Kira-2   K I R A - K I R A   K I T A  T E R  M A S U K   yg   M  A  N  A  . . . . .?<br>Semoga ALLOH memberi TAUFIQ dan HIDAYAH Nya. A m i n   YRA.,gempa bumibencanabencana yg lain yg ditimpakan alloh adalah sbb br1adzab alloh bagi orang2 kurang ajardzolimmenentang ingkarpanista thd agama alloh sbg balasan thd kelakuan mereka br2peringatan alloh bagi orang2 bryg melalaikanmelupakanlengah sembrono thd agama alloh brsbg peringatan agar mereka bertaubatkembali ke jln alloh br3ujian alloh bagi orang2 yang disiplinberpegang teguh istiqomah thd agama alloh sbg pengangkatan derajat dari alloh ke maqomderajat yg lebih mulia baik di dunia dan di akhiratbrkira2 k i r a k i r a k i t a t e r m a s u k yg m a n a brsemoga alloh memberi taufiq dan hidayah nya a m i n yra,gempa bumibencanabencana yang lain yang ditimpakan alloh adalah sebagai berikut br1adzab alloh bagi orang2 kurang ajardzolimmenentang ingkarpanista terhadap agama alloh sebagai balasan terhadap kelakuan mereka br2peringatan alloh bagi orang2 bryg melalaikanmelupakanlengah sembrono terhadap agama alloh brsbg peringatan agar mereka bertaubatkembali kah jalan alloh br3ujian alloh bagi orang2 yang disiplinberpegang teguh istiqomah terhadap agama alloh sebagai pengangkatan derajat dari alloh kah maqomderajat yang lebih mulia baik di dunia dan di akhiratbrkira2 ke i r a ke i r a ke i t a t e r m a s untuk ke yang m a dan a brsemoga alloh memberi taufiq dan hidayah nya a m i dan yra,gempa bumibencanabencana ditimpakan alloh br1adzab alloh orang2 ajardzolimmenentang ingkarpanista agama alloh balasan kelakuan br2peringatan alloh orang2 bryg melalaikanmelupakanlengah sembrono agama alloh brsbg peringatan bertaubatkembali kah jalan alloh br3ujian alloh orang2 disiplinberpegang teguh istiqomah agama alloh pengangkatan derajat alloh kah maqomderajat mulia dunia akhiratbrkira2 i r a i r a i t a t e r m a s m a a brsemoga alloh taufiq hidayah nya a m i yra,"['gempa', 'bumibencanabencana', 'ditimpakan', 'alloh', 'br1adzab', 'alloh', 'orang2', 'ajardzolimmenentang', 'ingkarpanista', 'agama', 'alloh', 'balasan', 'kelakuan', 'br2peringatan', 'alloh', 'orang2', 'bryg', 'melalaikanmelupakanlengah', 'sembrono', 'agama', 'alloh', 'brsbg', 'peringatan', 'bertaubatkembali', 'kah', 'jalan', 'alloh', 'br3ujian', 'alloh', 'orang2', 'disiplinberpegang', 'teguh', 'istiqomah', 'agama', 'alloh', 'pengangkatan', 'derajat', 'alloh', 'kah', 'maqomderajat', 'mulia', 'dunia', 'akhiratbrkira2', 'i', 'r', 'a', 'i', 'r', 'a', 'i', 't', 'a', 't', 'e', 'r', 'm', 'a', 's', 'm', 'a', 'a', 'brsemoga', 'alloh', 'taufiq', 'hidayah', 'nya', 'a', 'm', 'i', 'yra']","['gempa', 'bumibencanabencana', 'ditimpakan', 'alloh', 'br1adzab', 'alloh', 'orang2', 'ajardzolimmenentang', 'ingkarpanista', 'alloh', 'balasan', 'kelakuan', 'br2peringatan', 'alloh', 'orang2', 'bryg', 'melalaikanmelupakanlengah', 'sembrono', 'alloh', 'brsbg', 'peringatan', 'bertaubatkembali', 'kah', 'jalan', 'alloh', 'br3ujian', 'alloh', 'orang2', 'disiplinberpegang', 'teguh', 'istiqomah', 'alloh', 'pengangkatan', 'derajat', 'alloh', 'kah', 'maqomderajat', 'mulia', 'dunia', 'akhiratbrkira2', 'brsemoga', 'alloh', 'taufiq', 'hidayah', 'nya', 'yra']",gempa bumibencanabencana timpa alloh br1adzab alloh orang2 ajardzolimmenentang ingkarpanista alloh balas laku br2peringatan alloh orang2 bryg melalaikanmelupakanlengah sembrono alloh brsbg ingat bertaubatkembali kah jalan alloh br3ujian alloh orang2 disiplinberpegang teguh istiqomah alloh angkat derajat alloh kah maqomderajat mulia dunia akhiratbrkira2 brsemoga alloh taufiq hidayah nya yra,2
@yetnosundaga8775,Akibat zholimin ulama,akibat zholimin ulama,akibat zholimin ulama,akibat zholimin ulama,"['akibat', 'zholimin', 'ulama']","['akibat', 'zholimin', 'ulama']",akibat zholimin ulama,1
@pengamatberita7057,Kami sudah pindah dari apartment lantai 11 ke rumah 1 lantai.  Untuk antisipasi gempa yg sangat dasyat.,kami sudah pindah dari apartment lantai 11 ke rumah 1 lantai untuk antisipasi gempa yg sangat dasyat,kami sudah pindah dari apartment lantai 11 kah rumah 1 lantai untuk antisipasi gempa yang sangat dasyat,pindah apartment lantai 11 kah rumah 1 lantai antisipasi gempa dasyat,"['pindah', 'apartment', 'lantai', '11', 'kah', 'rumah', '1', 'lantai', 'antisipasi', 'gempa', 'dasyat']","['pindah', 'lantai', '11', 'kah', 'rumah', '1', 'lantai', 'antisipasi', 'gempa', 'dasyat']",pindah lantai 11 kah rumah 1 lantai antisipasi gempa dasyat,2
@hackersheaters4686,ga apa2..biar cebong sama buzzer dan pki sadar...!,ga apa2biar cebong sama buzzer dan pki sadar,tidak apa2biar cebong sama buzzer dan pki sadar,apa2biar cebong buzzer pki sadar,"['apa2biar', 'cebong', 'buzzer', 'pki', 'sadar']","['apa2biar', 'cebong', 'pki', 'sadar']",apa2biar cebong pki sadar,1
@akunshope2861,"Mohon info jalur evakuasi bencana di daerah ancol, Jakarta Utara dimana, tolong jawab!?",mohon info jalur evakuasi bencana di daerah ancol jakarta utara dimana tolong jawab,mohon informasi jalur evakuasi bencana di daerah ancol jakarta utara dimana tolong jawab,mohon informasi jalur evakuasi bencana daerah ancol jakarta utara dimana tolong,"['mohon', 'informasi', 'jalur', 'evakuasi', 'bencana', 'daerah', 'ancol', 'jakarta', 'utara', 'dimana', 'tolong']","['mohon', 'informasi', 'jalur', 'evakuasi', 'bencana', 'daerah', 'ancol', 'jakarta', 'utara', 'dimana', 'tolong']",mohon informasi jalur evakuasi bencana daerah ancol jakarta utara mana tolong,2
@watiwati9130,Ya Allah lindungilah negari semga semuanya dlm lindungan Allah swt amiin semua nya Amiin3x ya rob,ya allah lindungilah negari semga semuanya dlm lindungan allah swt amiin semua nya amiin3x ya rob,iya allah lindungilah negari semga semuanya dalam lindungan allah swt amiin semua nya amiin3x iya rob,iya allah lindungilah negari semga lindungan allah swt amiin nya amiin3x iya rob,"['iya', 'allah', 'lindungilah', 'negari', 'semga', 'lindungan', 'allah', 'swt', 'amiin', 'nya', 'amiin3x', 'iya', 'rob']","['iya', 'allah', 'lindungilah', 'negari', 'semga', 'lindungan', 'allah', 'swt', 'amiin', 'nya', 'amiin3x', 'iya']",iya allah lindung negari semga lindung allah swt amiin nya amiin3x iya,3
@palmtree_,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu gempa megatrust barat sumatra selatan jawabali,"['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawabali']","['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'selatan', 'jawabali']",tinggal tunggu gempa megatrust barat selatan jawabali,2
@berjuang2023,Sayangnya BMKG gk bs nyebutin kpn waktunya,sayangnya bmkg gk bs nyebutin kpn waktunya,sayangnya bmkg tidak bisa nyebutin kapan waktunya,sayangnya bmkg nyebutin,"['sayangnya', 'bmkg', 'nyebutin']","['sayangnya', 'bmkg', 'nyebutin']",sayang bmkg nyebutin,2
@palmtree_,"belum ada teknologinya untuk meramal waktu gempa. bisa besok, bisa 100 tahun lagi. tapi tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali",belum ada teknologinya untuk meramal waktu gempa bisa besok bisa 100 tahun lagi tapi tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,belum ada teknologinya untuk meramal waktu gempa bisa besok bisa 100 tahun lagi tapi tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,teknologinya meramal gempa besok 100 tinggal tunggu gempa megatrust barat sumatra selatan jawabali,"['teknologinya', 'meramal', 'gempa', 'besok', '100', 'tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawabali']","['teknologinya', 'meramal', 'gempa', 'besok', '100', 'tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'selatan', 'jawabali']",teknologi ramal gempa besok 100 tinggal tunggu gempa megatrust barat selatan jawabali,2
@ibaddallah8547,Lebih seram melihat fitnah kepada para ulama dan habaib <br>Daripada melihat gempa .,lebih seram melihat fitnah kepada para ulama dan habaib brdaripada melihat gempa,lebih seram melihat fitnah kepada para ulama dan habaib brdaripada melihat gempa,seram fitnah ulama habaib brdaripada gempa,"['seram', 'fitnah', 'ulama', 'habaib', 'brdaripada', 'gempa']","['seram', 'fitnah', 'ulama', 'habaib', 'brdaripada', 'gempa']",seram fitnah ulama habaib brdaripada gempa,1
@Ashifer_CCreator,Bisa terjadi klo Gunung Bawah Laut Bengkulu Meletus,bisa terjadi klo gunung bawah laut bengkulu meletus,bisa terjadi kalau gunung bawah laut bengkulu meletus,gunung laut bengkulu meletus,"['gunung', 'laut', 'bengkulu', 'meletus']","['gunung', 'laut', 'bengkulu', 'meletus']",gunung laut bengkulu letus,2
@Bocahkampungciawi,Semoga seluruh indonesia baik baik saja.,semoga seluruh indonesia baik baik saja,semoga seluruh indonesia baik baik saja,semoga indonesia,"['semoga', 'indonesia']","['semoga', 'indonesia']",moga indonesia,3
@AisDonutsChannel,"Hal yang paling perlu di siapkan sebagai umat Islam Perkuat Iman, siapkan bekal untuk akhirat.<br>Bencana bisa kapan saja terjadi dan merenggut segalanya.",hal yang paling perlu di siapkan sebagai umat islam perkuat iman siapkan bekal untuk akhiratbrbencana bisa kapan saja terjadi dan merenggut segalanya,hal yang paling perlu di siapkan sebagai umat islam perkuat iman siapkan bekal untuk akhiratbrbencana bisa kapan saja terjadi dan merenggut segalanya,siapkan umat islam perkuat iman siapkan bekal akhiratbrbencana merenggut,"['siapkan', 'umat', 'islam', 'perkuat', 'iman', 'siapkan', 'bekal', 'akhiratbrbencana', 'merenggut']","['siapkan', 'umat', 'islam', 'perkuat', 'iman', 'siapkan', 'bekal', 'akhiratbrbencana', 'merenggut']",siap umat islam kuat iman siap bekal akhiratbrbencana renggut,3
@kusumawijaya181,"SEMUA BENCANA ALAM ADA HUBUNGAN NYA DENGAN SEPI NYA LANTUNAN SOLAWAT, DZIKIR AKBAR, &amp; RITUAL RITUAL LELUHUR NENE MOYANG YANG SAKRAL DI SETIAP DAERAH.. <br>SEMENJAK KETAKUTAN RAKYAT 🇮🇩 DENGAN PANDEMI_PANDEMI_PANDEMI..!!!!<br><br>YANG KAYA SEMAKIN KAYA.. KORUPSI<br>YANG MISKIN SEMAKIN KELAPARAN..!!!",semua bencana alam ada hubungan nya dengan sepi nya lantunan solawat dzikir akbar amp ritual ritual leluhur nene moyang yang sakral di setiap daerah brsemenjak ketakutan rakyat dengan pandemi_pandemi_pandemibrbryang kaya semakin kaya korupsibryang miskin semakin kelaparan,semua bencana alam ada hubungan nya dengan sepi nya lantunan solawat dzikir akbar amp ritual ritual leluhur nene moyang yang sakral di setiap daerah brsemenjak ketakutan rakyat dengan pandemi_pandemi_pandemibrbryang kaya semakin kaya korupsibryang miskin semakin kelaparan,bencana alam hubungan nya sepi nya lantunan solawat dzikir akbar amp ritual ritual leluhur nene moyang sakral daerah brsemenjak ketakutan rakyat pandemi_pandemi_pandemibrbryang kaya kaya korupsibryang miskin kelaparan,"['bencana', 'alam', 'hubungan', 'nya', 'sepi', 'nya', 'lantunan', 'solawat', 'dzikir', 'akbar', 'amp', 'ritual', 'ritual', 'leluhur', 'nene', 'moyang', 'sakral', 'daerah', 'brsemenjak', 'ketakutan', 'rakyat', 'pandemi_pandemi_pandemibrbryang', 'kaya', 'kaya', 'korupsibryang', 'miskin', 'kelaparan']","['bencana', 'alam', 'hubungan', 'nya', 'sepi', 'nya', 'lantunan', 'solawat', 'dzikir', 'akbar', 'amp', 'leluhur', 'nene', 'moyang', 'sakral', 'daerah', 'brsemenjak', 'ketakutan', 'rakyat', 'pandemi_pandemi_pandemibrbryang', 'kaya', 'kaya', 'korupsibryang', 'miskin', 'kelaparan']",bencana alam hubung nya sepi nya lantun solawat dzikir akbar amp leluhur nene moyang sakral daerah brsemenjak takut rakyat pandemi pandemi pandemibrbryang kaya kaya korupsibryang miskin lapar,1
