author,comment,likes,published_at,is_reply,cleaned_comment,normalized_comment,no_stopwords,tokenized_comment,filtered_comment,stemming_data,Sentiment
@davidbeckham1391,"Gempa kmren w kena dampaknya, gak parah cuman ngerasa guncangan aja. w alhamdullilah ada gempa,<br>W pernah baca jika suatu negara yg rawan bencana atau biasa disebut Ring Of Fire, seperti Indonesia dan jepang, jika ada gempa dengan skala dibawah 6 atau 7 itu Alhamdullilah, karena Energi sudah dilepaskan dan tidak menyimpan energi lebih lama, karena energi yg disimpan bisa aja berkekuatan 8 atau 9.<br>Karena daerah w udah lama gak ada gempa, tpi kmren kena di 6,6 SR. Dalam ilmu kegempaan makanya jika ada gempa utama dan diikuti gempa susulannya pasti skalanya lebih kecil. <br>Dibutuhkan waktku yg lama untuk menyimpan energi lagi.<br>Mka dri itu w bersyukur kmren, krena negara yg rawan gempa ini, sangat ditakutkan jika tidak ada gempa2 kecil karena bakalan bisa menyimpan Potensi 8 atau 9 SR. <br>Makanya dijepang itu sehari ada gempa kecil2 itu udah biasa dan mereka lebih senang, krena mereka yakin dengan begitu gempa besar akan sulit terjadi. <br>Dan daerah yg belum terjadi gempa, dalam waktu lama patut was was..<br>Gempa itu ibarat bersin, Ada yg bersin sering tapi hanya bersin kecil dan bersuara pelan.. dan ada yg bersin ditahan tahan tpi setelah bersin akan mengeluarkan suara yg kuat.",1,2022-01-16T12:38:15Z,FALSE,gempa kmren w kena dampaknya gak parah cuman ngerasa guncangan aja w alhamdullilah ada gempabrw pernah baca jika suatu negara yg rawan bencana atau biasa disebut ring of fire seperti indonesia dan jepang jika ada gempa dengan skala dibawah 6 atau 7 itu alhamdullilah karena energi sudah dilepaskan dan tidak menyimpan energi lebih lama karena energi yg disimpan bisa aja berkekuatan 8 atau 9brkarena daerah w udah lama gak ada gempa tpi kmren kena di 66 sr dalam ilmu kegempaan makanya jika ada gempa utama dan diikuti gempa susulannya pasti skalanya lebih kecil brdibutuhkan waktku yg lama untuk menyimpan energi lagibrmka dri itu w bersyukur kmren krena negara yg rawan gempa ini sangat ditakutkan jika tidak ada gempa2 kecil karena bakalan bisa menyimpan potensi 8 atau 9 sr brmakanya dijepang itu sehari ada gempa kecil2 itu udah biasa dan mereka lebih senang krena mereka yakin dengan begitu gempa besar akan sulit terjadi brdan daerah yg belum terjadi gempa dalam waktu lama patut was wasbrgempa itu ibarat bersin ada yg bersin sering tapi hanya bersin kecil dan bersuara pelan dan ada yg bersin ditahan tahan tpi setelah bersin akan mengeluarkan suara yg kuat,"gempa kmren w kena dampaknya , tidak parah Cuma ngerasa guncangan saja . w alhamdullilah ada gempa , < baru > w pernah baca jika suatu negara yang rawan bencana atau biasa disebut ring of fire , seperti indonesia dan jepang , jika ada gempa dengan skala dibawah 6 atau 7 itu alhamdullilah , karena energi sudah dilepaskan dan tidak menyimpan energi lebih lama , karena energi yang disimpan bisa saja berkekuatan 8 atau 9. < baru > karena daerah w sudah lama tidak ada gempa , tetapi kmren kena di 6,6 sr. dalam ilmu kegempaan makanya jika ada gempa utama dan diikuti gempa susulannya pasti skalanya lebih kecil . < baru > dibutuhkan waktku yang lama untuk menyimpan energi lagi. < baru > mka dari itu w bersyukur kmren , krena negara yang rawan gempa ini , sangat ditakutkan jika tidak ada gempa2 kecil karena akan bisa menyimpan potensi 8 atau 9 sr. < baru > makanya dijepang itu sehari ada gempa kecil2 itu sudah biasa dan mereka lebih senang , krena mereka yakin dengan begitu gempa besar akan sulit terjadi . < baru > dan daerah yang belum terjadi gempa , dalam waktu lama patut was was .. < baru > gempa itu ibarat bersin , ada yang bersin sering tapi hanya bersin kecil dan bersuara pelan .. dan ada yang bersin ditahan tahan tetapi setelah bersin akan mengeluarkan suara yang kuat .","gempa kmren w kena dampaknya , parah Cuma ngerasa guncangan . w alhamdullilah gempa , < > w baca negara rawan bencana ring of fire , indonesia jepang , gempa skala dibawah 6 7 alhamdullilah , energi dilepaskan menyimpan energi , energi disimpan berkekuatan 8 9 . < > daerah w gempa , kmren kena 6,6 sr. ilmu kegempaan gempa utama diikuti gempa susulannya skalanya . < > dibutuhkan waktku menyimpan energi . < > mka w bersyukur kmren , krena negara rawan gempa , ditakutkan gempa2 menyimpan potensi 8 9 sr. < > dijepang sehari gempa kecil2 senang , krena gempa sulit . < > daerah gempa , patut was was .. < > gempa bersin , bersin bersin bersuara pelan .. bersin ditahan tahan bersin mengeluarkan suara kuat .","['gempa', 'kmren', 'w', 'kena', 'dampaknya', ',', 'parah', 'Cuma', 'ngerasa', 'guncangan', '.', 'w', 'alhamdullilah', 'gempa', ',', '<', '>', 'w', 'baca', 'negara', 'rawan', 'bencana', 'ring', 'of', 'fire', ',', 'indonesia', 'jepang', ',', 'gempa', 'skala', 'dibawah', '6', '7', 'alhamdullilah', ',', 'energi', 'dilepaskan', 'menyimpan', 'energi', ',', 'energi', 'disimpan', 'berkekuatan', '8', '9', '.', '<', '>', 'daerah', 'w', 'gempa', ',', 'kmren', 'kena', '6,6', 'sr.', 'ilmu', 'kegempaan', 'gempa', 'utama', 'diikuti', 'gempa', 'susulannya', 'skalanya', '.', '<', '>', 'dibutuhkan', 'waktku', 'menyimpan', 'energi', '.', '<', '>', 'mka', 'w', 'bersyukur', 'kmren', ',', 'krena', 'negara', 'rawan', 'gempa', ',', 'ditakutkan', 'gempa2', 'menyimpan', 'potensi', '8', '9', 'sr.', '<', '>', 'dijepang', 'sehari', 'gempa', 'kecil2', 'senang', ',', 'krena', 'gempa', 'sulit', '.', '<', '>', 'daerah', 'gempa', ',', 'patut', 'was', 'was', '..', '<', '>', 'gempa', 'bersin', ',', 'bersin', 'bersin', 'bersuara', 'pelan', '..', 'bersin', 'ditahan', 'tahan', 'bersin', 'mengeluarkan', 'suara', 'kuat', '.']","['gempa', 'kmren', 'w', 'kena', 'dampaknya', ',', 'parah', 'Cuma', 'ngerasa', 'guncangan', '.', 'w', 'alhamdullilah', 'gempa', ',', '<', '>', 'w', 'baca', 'negara', 'rawan', 'bencana', 'ring', 'of', 'fire', ',', 'indonesia', 'jepang', ',', 'gempa', 'skala', 'dibawah', '6', '7', 'alhamdullilah', ',', 'energi', 'dilepaskan', 'menyimpan', 'energi', ',', 'energi', 'disimpan', 'berkekuatan', '8', '9', '.', '<', '>', 'daerah', 'w', 'gempa', ',', 'kmren', 'kena', '6,6', 'sr.', 'ilmu', 'kegempaan', 'gempa', 'utama', 'diikuti', 'gempa', 'susulannya', 'skalanya', '.', '<', '>', 'dibutuhkan', 'waktku', 'menyimpan', 'energi', '.', '<', '>', 'mka', 'w', 'bersyukur', 'kmren', ',', 'krena', 'negara', 'rawan', 'gempa', ',', 'ditakutkan', 'gempa2', 'menyimpan', 'potensi', '8', '9', 'sr.', '<', '>', 'dijepang', 'sehari', 'gempa', 'kecil2', 'senang', ',', 'krena', 'gempa', 'sulit', '.', '<', '>', 'daerah', 'gempa', ',', 'patut', 'was', 'was', '..', '<', '>', 'gempa', 'bersin', ',', 'bersin', 'bersin', 'bersuara', 'pelan', '..', 'bersin', 'ditahan', 'tahan', 'bersin', 'mengeluarkan', 'suara', 'kuat', '.']",gempa kmren w kena dampak  parah cuma ngerasa guncang  w alhamdullilah gempa    w baca negara rawan bencana ring of fire  indonesia jepang  gempa skala bawah 6 7 alhamdullilah  energi lepas simpan energi  energi simpan kuat 8 9    daerah w gempa  kmren kena 6 6 sr ilmu gempa gempa utama ikut gempa susul skala    butuh waktku simpan energi    mka w syukur kmren  krena negara rawan gempa  takut gempa2 simpan potensi 8 9 sr   dijepang hari gempa kecil2 senang  krena gempa sulit    daerah gempa  patut was was    gempa bersin  bersin bersin suara pelan  bersin tahan tahan bersin keluar suara kuat,2
@ytala9041,Ya Allah semoga tidak terjadi aminn,0,2022-01-16T12:38:10Z,FALSE,ya allah semoga tidak terjadi aminn,iya allah semoga tidak terjadi aminn,iya allah semoga aminn,"['iya', 'allah', 'semoga', 'aminn']","['iya', 'allah', 'semoga', 'aminn']",iya allah moga aminn,3
@imasmaemunah1039,Semoga kita selalu dalm lindungan Alloh swt. .aamiin yaa robb.,5,2022-01-16T12:37:48Z,FALSE,semoga kita selalu dalm lindungan alloh swt aamiin yaa robb,semoga kita selalu dalm lindungan alloh swt . .aamiin yaa robb .,semoga dalm lindungan alloh swt . .aamiin yaa robb .,"['semoga', 'dalm', 'lindungan', 'alloh', 'swt', '.', '.aamiin', 'yaa', 'robb', '.']","['semoga', 'dalm', 'lindungan', 'alloh', 'swt', '.', '.aamiin', 'yaa', 'robb', '.']",moga dalm lindung alloh swt  aamiin yaa robb,3
@wulan7793,Astaghfirullahalazim 😇😇😇,0,2022-01-16T12:37:41Z,FALSE,astaghfirullahalazim,astaghfirullahalazim 😇😇😇,astaghfirullahalazim 😇😇😇,"['astaghfirullahalazim', '😇😇😇']","['astaghfirullahalazim', '😇😇😇']",astaghfirullahalazim,2
@khairuddinancha3246,Yg berselisih dr gara&quot; politik berdamailah sebelum kita semua saling merindukan satu sama lain,0,2022-01-16T12:37:37Z,FALSE,yg berselisih dr garaquot politik berdamailah sebelum kita semua saling merindukan satu sama lain,yang berselisih dari gara dan quot ; politik berdamailah sebelum kita semua saling merindukan satu sama lain,berselisih gara quot ; politik berdamailah merindukan,"['berselisih', 'gara', 'quot', ';', 'politik', 'berdamailah', 'merindukan']","['berselisih', 'gara', 'quot', ';', 'politik', 'berdamailah', 'merindukan']",selisih gara quot  politik damai rindu,2
@iwansyahrial629,ini peringatan buat kita .mari kita mendekatkan diri kepada allah bila kita sayang pada diri kita .semoga Allah selalu melindungi kita semua Aamiin,5,2022-01-16T12:37:22Z,FALSE,ini peringatan buat kita mari kita mendekatkan diri kepada allah bila kita sayang pada diri kita semoga allah selalu melindungi kita semua aamiin,ini peringatan buat kita .mari kita mendekatkan diri kepada allah bila kita sayang pada diri kita .semoga allah selalu melindungi kita semua amin,peringatan .mari mendekatkan allah sayang .semoga allah melindungi amin,"['peringatan', '.mari', 'mendekatkan', 'allah', 'sayang', '.semoga', 'allah', 'melindungi', 'amin']","['peringatan', '.mari', 'mendekatkan', 'allah', 'sayang', '.semoga', 'allah', 'melindungi', 'amin']",ingat mari dekat allah sayang moga allah lindung amin,3
@suhaeriliu5082,Semoga tidak terjadi ...<br>Mari kita berdoa semua wahai teman teman semua 🙏🙏🙏,1,2022-01-16T12:37:14Z,FALSE,semoga tidak terjadi brmari kita berdoa semua wahai teman teman semua,semoga tidak terjadi ... < baru > mari kita berdoa semua wahai teman teman semua 🙏🙏🙏,semoga ... < > mari berdoa teman teman 🙏🙏🙏,"['semoga', '...', '<', '>', 'mari', 'berdoa', 'teman', 'teman', '🙏🙏🙏']","['semoga', '...', '<', '>', 'mari', 'berdoa', 'teman', 'teman', '🙏🙏🙏']",moga    mari doa teman teman,3
@hosanna46,8.8-9 itu bangun bisa rata dengan tanah.,0,2022-01-16T12:37:04Z,FALSE,889 itu bangun bisa rata dengan tanah,8.8-9 itu bangun bisa rata dengan tanah .,8.8-9 bangun tanah .,"['8.8-9', 'bangun', 'tanah', '.']","['8.8-9', 'bangun', 'tanah', '.']",8 8-9 bangun tanah,2
@retarnas8168,Masih blom pada sadar?? Klo dah turun azab bukan hanya yg jahat yg mati tapi yg baik juga mati semua.,1,2022-01-16T12:36:45Z,FALSE,masih blom pada sadar klo dah turun azab bukan hanya yg jahat yg mati tapi yg baik juga mati semua,masih blom pada sadar ? ? kalau sudah turun azab bukan hanya yang jahat yang mati tapi yang baik juga mati semua .,blom sadar ? ? turun azab jahat mati mati .,"['blom', 'sadar', '?', '?', 'turun', 'azab', 'jahat', 'mati', 'mati', '.']","['blom', 'sadar', '?', '?', 'turun', 'azab', 'jahat', 'mati', 'mati', '.']",blom sadar   turun azab jahat mati mati,2
@alamsyahalamsyah7260,Smua itu kehendak ALLAH SWT bu..apapun nmanya..bkn hnya fenomena alam..smoga ini pringatan dri ALLAH SWT.bkn adzab.ayo kt tingktkn iman taqwa kita pda ALLAH SWT.AMIN..,0,2022-01-16T12:36:33Z,FALSE,smua itu kehendak allah swt buapapun nmanyabkn hnya fenomena alamsmoga ini pringatan dri allah swtbkn adzabayo kt tingktkn iman taqwa kita pda allah swtamin,semua itu kehendak allah swt bu .. apapun nmanya .. bukan hanya fenomena alam .. smoga ini pringatan dari allah swt.bkn adzab.ayo kita tingktkn iman taqwa kita pda allah swt.amin ..,kehendak allah swt bu .. apapun nmanya .. fenomena alam .. smoga pringatan allah swt.bkn adzab.ayo tingktkn iman taqwa pda allah swt.amin ..,"['kehendak', 'allah', 'swt', 'bu', '..', 'apapun', 'nmanya', '..', 'fenomena', 'alam', '..', 'smoga', 'pringatan', 'allah', 'swt.bkn', 'adzab.ayo', 'tingktkn', 'iman', 'taqwa', 'pda', 'allah', 'swt.amin', '..']","['kehendak', 'allah', 'swt', 'bu', '..', 'apapun', 'nmanya', '..', 'fenomena', 'alam', '..', 'smoga', 'pringatan', 'allah', 'swt.bkn', 'adzab.ayo', 'tingktkn', 'iman', 'taqwa', 'pda', 'allah', 'swt.amin', '..']",hendak allah swt bu  apa nmanya  fenomena alam  smoga pringatan allah swt bkn adzab ayo tingktkn iman taqwa pda allah swt amin,3
@punjungwidagdo1392,peringatan teross.. terjadinya kapan? salah jokowi ini,0,2022-01-16T12:36:26Z,FALSE,peringatan teross terjadinya kapan salah jokowi ini,peringatan teross .. terjadinya kapan ? salah jokowi ini,peringatan teross .. ? salah jokowi,"['peringatan', 'teross', '..', '?', 'salah', 'jokowi']","['peringatan', 'teross', '..', '?', 'salah', 'jokowi']",ingat teross   salah jokowi,1
@andriwicaksono2648,"dampak dari membela kesyirikan dan mayoritas banyak yg mendukung sesajen dengan alasan toleransi,saling menghormati dan menghargai.oleh karna itu bertaubatlah",0,2022-01-16T12:36:21Z,FALSE,dampak dari membela kesyirikan dan mayoritas banyak yg mendukung sesajen dengan alasan toleransisaling menghormati dan menghargaioleh karna itu bertaubatlah,"dampak dari membela kesyirikan dan mayoritas banyak yang mendukung sesajen dengan alasan toleransi , saling menghormati dan menghargai.oleh karena itu bertaubatlah","dampak membela kesyirikan mayoritas mendukung sesajen alasan toleransi , menghormati menghargai.oleh bertaubatlah","['dampak', 'membela', 'kesyirikan', 'mayoritas', 'mendukung', 'sesajen', 'alasan', 'toleransi', ',', 'menghormati', 'menghargai.oleh', 'bertaubatlah']","['dampak', 'membela', 'kesyirikan', 'mayoritas', 'mendukung', 'sesajen', 'alasan', 'toleransi', ',', 'menghormati', 'menghargai.oleh', 'bertaubatlah']",dampak bela syirik mayoritas dukung sesajen alas toleransi  hormat harga oleh taubat,1
@wongfaehung5509,setuju ma komen lo,0,2022-01-16T12:39:37Z,TRUE,setuju ma komen lo,setuju sama komen kamu,setuju komen,"['setuju', 'komen']","['setuju', 'komen']",tuju komen,2
@muhamadjaelani6109,Akh infonya selalu datang setelah ada gempa dahsyat saja<br>Kemaren gempa disumur banten harusnya dikasih info sebelum terjadi gempa<br>🤔 pada tidur yah kerjanya,0,2022-01-16T12:36:07Z,FALSE,akh infonya selalu datang setelah ada gempa dahsyat sajabrkemaren gempa disumur banten harusnya dikasih info sebelum terjadi gempabr pada tidur yah kerjanya,akh infonya selalu datang setelah ada gempa dahsyat saja < baru > kemarin gempa disumur banten harusnya dikasih informasi sebelum terjadi gempa < baru > 🤔 pada tidur yah kerjanya,akh infonya gempa dahsyat < > kemarin gempa disumur banten dikasih informasi gempa < > 🤔 tidur yah kerjanya,"['akh', 'infonya', 'gempa', 'dahsyat', '<', '>', 'kemarin', 'gempa', 'disumur', 'banten', 'dikasih', 'informasi', 'gempa', '<', '>', '🤔', 'tidur', 'yah', 'kerjanya']","['akh', 'infonya', 'gempa', 'dahsyat', '<', '>', 'kemarin', 'gempa', 'disumur', 'banten', 'dikasih', 'informasi', 'gempa', '<', '>', '🤔', 'tidur', 'yah', 'kerjanya']",akh info gempa dahsyat   kemarin gempa sumur banten kasih informasi gempa    tidur yah kerja,1
@adzanibaitisyifa4008,"Mari kita saling mengingatkan, melindungi, BMKG sdh mempringatkan, tp kita jangan menakuti, mari di evaluasi, bikin simulasi simulasi hal hal kecil, agar saatnya bencana terjadi, kita sudah siap. Doanya mudah mudahan semua yang tidak baik tidak terjadi🙏",105,2022-01-16T12:35:58Z,FALSE,mari kita saling mengingatkan melindungi bmkg sdh mempringatkan tp kita jangan menakuti mari di evaluasi bikin simulasi simulasi hal hal kecil agar saatnya bencana terjadi kita sudah siap doanya mudah mudahan semua yang tidak baik tidak terjadi,"mari kita saling mengingatkan , melindungi , bmkg sudah mempringatkan , tapi kita jangan menakuti , mari di evaluasi , bikin simulasi simulasi hal hal kecil , agar saatnya bencana terjadi , kita sudah siap . doanya mudah mudahan semua yang tidak baik tidak terjadi🙏","mari , melindungi , bmkg mempringatkan , menakuti , mari evaluasi , bikin simulasi simulasi , bencana , . doanya mudah mudahan terjadi🙏","['mari', ',', 'melindungi', ',', 'bmkg', 'mempringatkan', ',', 'menakuti', ',', 'mari', 'evaluasi', ',', 'bikin', 'simulasi', 'simulasi', ',', 'bencana', ',', '.', 'doanya', 'mudah', 'mudahan', 'terjadi🙏']","['mari', ',', 'melindungi', ',', 'bmkg', 'mempringatkan', ',', 'menakuti', ',', 'mari', 'evaluasi', ',', 'bikin', 'simulasi', 'simulasi', ',', 'bencana', ',', '.', 'doanya', 'mudah', 'mudahan', 'terjadi🙏']",mari  lindung  bmkg mempringatkan  takut  mari evaluasi  bikin simulasi simulasi  bencana   doa mudah mudah jadi,3
@henianggraeni6121,Amiin,2,2022-01-16T13:20:31Z,TRUE,amiin,amiin,amiin,['amiin'],['amiin'],amiin,2
@palmtree_,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,1,2022-01-16T13:24:53Z,TRUE,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawabali,tinggal tunggu waktu saja gempa megatrust terjadi di barat sumatra atau selatan jawa-bali,tinggal tunggu gempa megatrust barat sumatra selatan jawa-bali,"['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawa-bali']","['tinggal', 'tunggu', 'gempa', 'megatrust', 'barat', 'sumatra', 'selatan', 'jawa-bali']",tinggal tunggu gempa megatrust barat sumatra selatan jawa-bali,2
@dimaskeanusubakti9709,Nah ini baru bner,0,2022-01-16T16:42:55Z,TRUE,nah ini baru bner,nah ini baru bner,bner,['bner'],['bner'],bner,2
@BenjaminMilekowsky,Nah ini baru komen bermanfaat utk orang banyak paling tidak mengedukasi lah..bukan minta do&#39;a di kolom komentar youtube..,3,2022-01-16T19:06:25Z,TRUE,nah ini baru komen bermanfaat utk orang banyak paling tidak mengedukasi lahbukan minta do39a di kolom komentar youtube,nah ini baru komen bermanfaat untuk orang banyak paling tidak mengedukasi lah .. bukan minta do dan # 39 ; a di kolom komentar youtube ..,komen bermanfaat orang mengedukasi .. do # 39 ; a kolom komentar youtube ..,"['komen', 'bermanfaat', 'orang', 'mengedukasi', '..', 'do', '#', '39', ';', 'a', 'kolom', 'komentar', 'youtube', '..']","['komen', 'bermanfaat', 'orang', 'mengedukasi', '..', 'do', '#', '39', ';', 'a', 'kolom', 'komentar', 'youtube', '..']",komen manfaat orang edukasi  do  39  a kolom komentar youtube,2
@lucyrose1376,kau seperti pemimpin bagi mereka .... bagus :),0,2022-01-17T13:56:15Z,TRUE,kau seperti pemimpin bagi mereka bagus,kamu seperti pemimpin bagi mereka .... bagus : ),pemimpin .... bagus : ),"['pemimpin', '....', 'bagus', ':', ')']","['pemimpin', '....', 'bagus', ':', ')']",pimpin  bagus,2
@pecintaulamaofficial5397,Berhentilah kriminalisasi ulama karena itu akan mengundang bencana ingat darah ulama beracun,4,2022-01-16T12:35:11Z,FALSE,berhentilah kriminalisasi ulama karena itu akan mengundang bencana ingat darah ulama beracun,berhentilah kriminalisasi ulama karena itu akan mengundang bencana ingat darah ulama beracun,berhentilah kriminalisasi ulama mengundang bencana darah ulama beracun,"['berhentilah', 'kriminalisasi', 'ulama', 'mengundang', 'bencana', 'darah', 'ulama', 'beracun']","['berhentilah', 'kriminalisasi', 'ulama', 'mengundang', 'bencana', 'darah', 'ulama', 'beracun']",henti kriminalisasi ulama undang bencana darah ulama racun,1
@gfmchannel4341,🙄,0,2022-01-16T13:12:24Z,TRUE,,🙄,🙄,['🙄'],['🙄'],,2
@Pakde02-aja,"Kasihan deh,,,,ulama mana sih yg di kriminalisasi cuk????? Ulama yg mengajarkan kebencian sih wajar dan wajib di tindak paham!!!!!",0,2022-01-16T20:20:49Z,TRUE,kasihan dehulama mana sih yg di kriminalisasi cuk ulama yg mengajarkan kebencian sih wajar dan wajib di tindak paham,"kasihan deh , , , ,ulama mana sih yang di kriminalisasi cuk ? ? ? ? ? ulama yang mengajarkan kebencian sih wajar dan wajib di tindak paham ! ! ! ! !","kasihan deh , , , , ulama sih kriminalisasi cuk ? ? ? ? ? ulama mengajarkan kebencian sih wajar wajib tindak paham ! ! ! ! !","['kasihan', 'deh', ',', ',', ',', ',', 'ulama', 'sih', 'kriminalisasi', 'cuk', '?', '?', '?', '?', '?', 'ulama', 'mengajarkan', 'kebencian', 'sih', 'wajar', 'wajib', 'tindak', 'paham', '!', '!', '!', '!', '!']","['kasihan', 'deh', ',', ',', ',', ',', 'ulama', 'sih', 'kriminalisasi', 'cuk', '?', '?', '?', '?', '?', 'ulama', 'mengajarkan', 'kebencian', 'sih', 'wajar', 'wajib', 'tindak', 'paham', '!', '!', '!', '!', '!']",kasihan deh     ulama sih kriminalisasi cuk      ulama ajar benci sih wajar wajib tindak paham,2
@atikrumawati1357,yah lindungilah kmi semua yg ada di atas bumi mu ini,0,2022-01-16T12:35:05Z,FALSE,yah lindungilah kmi semua yg ada di atas bumi mu ini,yah lindungilah kami semua yang ada di atas bumi mu ini,yah lindungilah bumi mu,"['yah', 'lindungilah', 'bumi', 'mu']","['yah', 'lindungilah', 'bumi', 'mu']",yah lindung bumi mu,3
@uniwah-123,Lahaula wala quwwata illa Billah,0,2022-01-16T12:34:50Z,FALSE,lahaula wala quwwata illa billah,lahaula wala quwwata illa billah,lahaula wala quwwata illa billah,"['lahaula', 'wala', 'quwwata', 'illa', 'billah']","['lahaula', 'wala', 'quwwata', 'illa', 'billah']",lahaula wala quwwata illa billah,2
@rizkidwikurniawan3725,"Gak mungkin banten banyak kiai,ustat yg bersih dri dosa pasti aman aja,tak ada sunami dan gempa besar",0,2022-01-16T12:34:34Z,FALSE,gak mungkin banten banyak kiaiustat yg bersih dri dosa pasti aman ajatak ada sunami dan gempa besar,"tidak mungkin banten banyak kiai , ustat yang bersih dari dosa pasti aman saja , tidak ada sunami dan gempa besar","banten kiai , ustat bersih dosa aman , sunami gempa","['banten', 'kiai', ',', 'ustat', 'bersih', 'dosa', 'aman', ',', 'sunami', 'gempa']","['banten', 'kiai', ',', 'ustat', 'bersih', 'dosa', 'aman', ',', 'sunami', 'gempa']",banten kiai  ustat bersih dosa aman  sunam gempa,3
@ardi7698,HUUUUU JIKA SUDAH ADA HEMPA BARU NGASIH KABAR. TUH YG TERJADI KNP TIDAK TAU. BIKIN KAGET DN BIKIN PANIK SAJA.  SUATU MUSIBAH HANYA ALLAH YG BERKUASA. KAPAN WAKTUNYA MANUSIA TIDAK AKAN TAU. MANUSIA HANYA BISA BERDOA. JD BMKG JGN BIKIN PANIK.,0,2022-01-16T12:34:26Z,FALSE,huuuuu jika sudah ada hempa baru ngasih kabar tuh yg terjadi knp tidak tau bikin kaget dn bikin panik saja suatu musibah hanya allah yg berkuasa kapan waktunya manusia tidak akan tau manusia hanya bisa berdoa jd bmkg jgn bikin panik,huuuuu jika sudah ada hempa baru memberikan kabar . itu yang terjadi kenapa tidak tahu . bikin kaget dan bikin panik saja . suatu musibah hanya allah yang berkuasa . kapan waktunya manusia tidak akan tahu . manusia hanya bisa berdoa . jadi bmkg jangan bikin panik .,huuuuu hempa kabar . . bikin kaget bikin panik . musibah allah berkuasa . manusia . manusia berdoa . bmkg bikin panik .,"['huuuuu', 'hempa', 'kabar', '.', '.', 'bikin', 'kaget', 'bikin', 'panik', '.', 'musibah', 'allah', 'berkuasa', '.', 'manusia', '.', 'manusia', 'berdoa', '.', 'bmkg', 'bikin', 'panik', '.']","['huuuuu', 'hempa', 'kabar', '.', '.', 'bikin', 'kaget', 'bikin', 'panik', '.', 'musibah', 'allah', 'berkuasa', '.', 'manusia', '.', 'manusia', 'berdoa', '.', 'bmkg', 'bikin', 'panik', '.']",huuuuu hempa kabar   bikin kaget bikin panik  musibah allah kuasa  manusia  manusia doa  bmkg bikin panik,1
@titinsupriatini7482,"Ya, Allah.... Lindungi kami.... Kalau ini memang terjadi sereeem juga ya.... Hati hati dan tetap waspada... Jgn lupa berdoa terus... Semoga menyadarkan org zolim...",0,2022-01-16T12:34:22Z,FALSE,ya allah lindungi kami kalau ini memang terjadi sereeem juga ya hati hati dan tetap waspada jgn lupa berdoa terus semoga menyadarkan org zolim,"iya , allah .... lindungi kami .... kalau ini memang terjadi sereeem juga iya .... hati hati dan tetap waspada ... jangan lupa berdoa terus ... semoga menyadarkan orang zolim ...","iya , allah .... lindungi .... sereeem iya .... hati hati waspada ... lupa berdoa ... semoga menyadarkan orang zolim ...","['iya', ',', 'allah', '....', 'lindungi', '....', 'sereeem', 'iya', '....', 'hati', 'hati', 'waspada', '...', 'lupa', 'berdoa', '...', 'semoga', 'menyadarkan', 'orang', 'zolim', '...']","['iya', ',', 'allah', '....', 'lindungi', '....', 'sereeem', 'iya', '....', 'hati', 'hati', 'waspada', '...', 'lupa', 'berdoa', '...', 'semoga', 'menyadarkan', 'orang', 'zolim', '...']",iya  allah  lindung  sereeem iya  hati hati waspada  lupa doa  moga sadar orang zolim,3
@chaniagochanelchania1701,"Alam murka,,",0,2022-01-16T12:34:14Z,FALSE,alam murka,"alam murka , ,","alam murka , ,","['alam', 'murka', ',', ',']","['alam', 'murka', ',', ',']",alam murka,2
@sugiantosugi3798,Semoga kita tetap mendapat perlindungan.. 🤲🤲🤲,1,2022-01-16T12:34:01Z,FALSE,semoga kita tetap mendapat perlindungan,semoga kita tetap mendapat perlindungan .. 🤲🤲🤲,semoga perlindungan .. 🤲🤲🤲,"['semoga', 'perlindungan', '..', '🤲🤲🤲']","['semoga', 'perlindungan', '..', '🤲🤲🤲']",moga lindung,3
@amrileppe7689,Subhanallah 😭....<br>Semoga saudaraku yang ada di sana selalu dalam lindungan Allah SWT 🤲,0,2022-01-16T12:33:56Z,FALSE,subhanallah brsemoga saudaraku yang ada di sana selalu dalam lindungan allah swt,subhanallah 😭 .... < baru > semoga saudaraku yang ada di sana selalu dalam lindungan allah swt 🤲,subhanallah 😭 .... < > semoga saudaraku lindungan allah swt 🤲,"['subhanallah', '😭', '....', '<', '>', 'semoga', 'saudaraku', 'lindungan', 'allah', 'swt', '🤲']","['subhanallah', '😭', '....', '<', '>', 'semoga', 'saudaraku', 'lindungan', 'allah', 'swt', '🤲']",subhanallah     moga saudara lindung allah swt,3
@pramayatna6957,Semoga tidak terjadi namun patut waspada dengan melakukan persiapan.,0,2022-01-16T12:33:46Z,FALSE,semoga tidak terjadi namun patut waspada dengan melakukan persiapan,semoga tidak terjadi namun patut waspada dengan melakukan persiapan .,semoga patut waspada persiapan .,"['semoga', 'patut', 'waspada', 'persiapan', '.']","['semoga', 'patut', 'waspada', 'persiapan', '.']",moga patut waspada siap,3
